51.367,506.542,51.093,507.186,54.168,507.06
57.421,510.265,56.82,505.51,54.168,507.06
45.748,506.196,46.377,501.256,40.81,499.51
37.84,500.01,45.748,506.196,40.81,499.51
46.377,501.256,42.867,495.239,40.81,499.51
42.867,495.239,37.84,500.01,40.81,499.51
86.761,514.151,89.29,513.751,76.856,500.222
75.207,504.734,86.761,514.151,76.856,500.222
63.42,494.588,75.207,504.734,76.856,500.222
69.28,489.71,63.42,494.588,76.856,500.222
89.29,513.751,80.522,491.439,76.856,500.222
80.522,491.439,69.28,489.71,76.856,500.222
45.748,506.196,40.213,512.044,49.877,516.308
40.213,512.044,45,518.46,49.877,516.308
51.093,507.186,45.748,506.196,49.877,516.308
53.144,513.479,51.093,507.186,49.877,516.308
52.57,519.28,53.144,513.479,49.877,516.308
45,518.46,48.982,522.709,49.877,516.308
48.982,522.709,52.57,519.28,49.877,516.308
62.475,524.321,75.89,520.11,68.727,516.858
64.546,518.013,62.475,524.321,68.727,516.858
75.89,520.11,74.193,511.134,68.727,516.858
63.61,513.15,64.546,518.013,68.727,516.858
48.982,522.709,45,518.46,36.284,522.948
45,518.46,38.866,517.605,36.284,522.948
51.863,530.349,48.982,522.709,36.284,522.948
27.49,499.58,20.012,532.479,36.284,522.948
38.866,517.605,27.49,499.58,36.284,522.948
47.689,547.416,51.512,539.272,36.284,522.948
21.586,536.745,47.689,547.416,36.284,522.948
51.512,539.272,51.863,530.349,36.284,522.948
20.012,532.479,21.586,536.745,36.284,522.948
47.689,547.416,54.615,576.031,54.554,559.08
54.398,553.319,47.689,547.416,54.554,559.08
54.615,576.031,68.805,546.257,54.554,559.08
68.805,546.257,63.081,547.851,54.554,559.08
63.081,547.851,54.398,553.319,54.554,559.08
63.797,506.854,65.136,509.112,69.42,510.52
75.207,504.734,63.797,506.854,69.42,510.52
74.193,511.134,75.207,504.734,69.42,510.52
68.727,516.858,74.193,511.134,69.42,510.52
65.136,509.112,63.61,513.15,69.42,510.52
63.61,513.15,68.727,516.858,69.42,510.52
