time;temperature at 2m;relative humidity;precipitation;wind_speed
2022-10-24-19-20;18.1;72;0;2.6
2022-10-24-19-30;18.1;72;0;2.9
2022-10-24-19-40;18;73;0;3
2022-10-24-19-50;17.9;73;0;2.5
2022-10-24-20-00;17.8;74;0;2.7
2022-10-24-20-10;17.8;74;0;2.5
2022-10-24-20-20;17.7;75;0;1.6
2022-10-24-20-30;17.5;76;0;1.2
2022-10-24-20-40;17.5;76;0;1.7
2022-10-24-20-50;17.5;77;0;1.5
2022-10-24-21-00;17.4;77;0;1.6
2022-10-24-21-10;17.4;77;0;1.7
2022-10-24-21-20;17.5;77;0;2.1
2022-10-24-21-30;17.5;77;0;2.9
2022-10-24-21-40;17.5;77;0;2.6
2022-10-24-21-50;17.5;77;0;3.2
2022-10-24-22-00;17.3;76;0;3.6
2022-10-24-22-10;16.8;75;0;3.6
2022-10-24-22-20;16.3;77;0;3.1
2022-10-24-22-30;16;79;0;2.6
2022-10-24-22-40;15.8;80;0;1.9
2022-10-24-22-50;15.6;82;0;1.6
2022-10-24-23-00;15.4;83;0.2;1.7
2022-10-24-23-10;15.3;85;0.2;1.3
2022-10-24-23-20;15.2;84;0.2;1
2022-10-24-23-30;15.2;84;0;1.8
2022-10-24-23-40;15.2;84;0;1.3
2022-10-24-23-50;15;86;0;1.5
2022-10-25-00-00;15;86;0;2
2022-10-25-00-10;14.9;86;0;3
2022-10-25-00-20;14.7;87;0;3.6
2022-10-25-00-30;14.6;88;0;2.8
2022-10-25-00-40;14.4;90;0;3.5
2022-10-25-00-50;14.4;89;0;3.8
2022-10-25-01-00;14.2;91;1.8;3.2
2022-10-25-01-10;14;92;1.8;3.2
2022-10-25-01-20;13.8;94;1.8;1.6
2022-10-25-01-30;13.8;95;5.6;0.8
2022-10-25-01-40;13.8;95;5.6;0.7
2022-10-25-01-50;13.8;95;5.6;1.2
2022-10-25-02-00;13.8;95;3.2;0.6
2022-10-25-02-10;13.8;96;3.2;1
2022-10-25-02-20;13.7;95;3.2;3.1
2022-10-25-02-30;13.6;95;5.6;2.2
2022-10-25-02-40;13.5;95;5.6;1.1
2022-10-25-02-50;13.5;95;5.6;1.4
2022-10-25-03-00;13.5;95;1;0.8
2022-10-25-03-10;13.4;95;1;1.1
2022-10-25-03-20;13.4;96;1;0.6
2022-10-25-03-30;13.4;95;0.2;1
2022-10-25-03-40;13.4;95;0.2;0.7
2022-10-25-03-50;13.4;95;0.2;0.7
2022-10-25-04-00;13.4;95;0.1;0.7
2022-10-25-04-10;13.4;95;0.1;1
2022-10-25-04-20;13.4;96;0.1;1.1
2022-10-25-04-30;13.4;96;0.1;1.1
2022-10-25-04-40;13.4;96;0.1;0.7
2022-10-25-04-50;13.4;96;0.1;0.7
2022-10-25-05-00;13.4;95;1.1;0.9
2022-10-25-05-10;13.4;96;1.1;1.2
2022-10-25-05-20;13.4;96;1.1;1.9
2022-10-25-05-30;13.3;96;2;2.4
2022-10-25-05-40;13.2;95;2;2.5
2022-10-25-05-50;13.1;95;2;1.8
2022-10-25-06-00;13.1;95;1.8;1.9
2022-10-25-06-10;13;96;1.8;0.9
2022-10-25-06-20;13;96;1.8;0.7
2022-10-25-06-30;13;96;3;0.5
2022-10-25-06-40;13;96;3;1.6
2022-10-25-06-50;13;96;3;1.7
2022-10-25-07-00;13.1;96;1.4;1.9
2022-10-25-07-10;13.1;96;1.4;2
2022-10-25-07-20;13.1;96;1.4;1.2
2022-10-25-07-30;13.1;96;0;0.9
2022-10-25-07-40;13;95;0;1
2022-10-25-07-50;13.1;95;0;1.2
2022-10-25-08-00;13.1;95;0.1;0.8
2022-10-25-08-10;13.2;95;0.1;1.5
2022-10-25-08-20;13.2;95;0.1;1.2
2022-10-25-08-30;13.2;95;0.4;1.3
2022-10-25-08-40;13.3;95;0.4;0.7
2022-10-25-08-50;13.3;95;0.4;0.6
2022-10-25-09-00;13.3;94;0.1;0.6
2022-10-25-09-10;13.4;94;0.1;1
2022-10-25-09-20;13.5;94;0.1;1.1
2022-10-25-09-30;13.5;94;0;1.8
2022-10-25-09-40;13.6;94;0;1.4
2022-10-25-09-50;13.8;95;0;0.7
2022-10-25-10-00;14;94;0;0.5
2022-10-25-10-10;14.1;92;0;0.8
2022-10-25-10-20;14.5;92;0;0.8
2022-10-25-10-30;14.7;89;0;0.6
2022-10-25-10-40;15;87;0;0.9
2022-10-25-10-50;15.2;83;0;0.7
2022-10-25-11-00;15.5;82;0;1.2
2022-10-25-11-10;15.4;82;0;1.3
2022-10-25-11-20;15.4;82;0;1.4
2022-10-25-11-30;15.4;81;0;0.5
2022-10-25-11-40;15.5;82;0;0.6
2022-10-25-11-50;15.5;82;0;1
2022-10-25-12-00;15.6;82;0;0.6
2022-10-25-12-10;15.8;81;0;0.6
2022-10-25-12-20;16;81;0;0.6
2022-10-25-12-30;16;81;0;1.4
2022-10-25-12-40;16;82;0;0.9
2022-10-25-12-50;16;82;0;1
2022-10-25-13-00;16;82;0;1.1
2022-10-25-13-10;16.1;82;0;1.3
2022-10-25-13-20;16.3;82;0;1.2
2022-10-25-13-30;16.3;81;0;1.5
2022-10-25-13-40;16.5;80;0;1.6
2022-10-25-13-50;16.8;78;0;1.5
2022-10-25-14-00;16.9;76;0;0.8
2022-10-25-14-10;17;75;0;1
2022-10-25-14-20;17.3;72;0;1.2
2022-10-25-14-30;17.7;70;0;1.1
2022-10-25-14-40;18.1;67;0;1.2
2022-10-25-14-50;18.1;66;0;0.9
2022-10-25-15-00;18.2;65;0;1
2022-10-25-15-10;18.2;67;0;0.7
2022-10-25-15-20;18;67;0;1.2
2022-10-25-15-30;17.9;67;0;0.8
2022-10-25-15-40;18.2;66;0;0.7
2022-10-25-15-50;17.6;68;0;0.8
2022-10-25-16-00;17.2;69;0;0.7
2022-10-25-16-10;17;70;0;1
2022-10-25-16-20;16.7;72;0;1
2022-10-25-16-30;16.5;74;0;0.9
2022-10-25-16-40;16.1;76;0;0.5
2022-10-25-16-50;15.6;78;0;0.6
2022-10-25-17-00;15.3;80;0;0.6
2022-10-25-17-10;14.9;82;0;0.9
2022-10-25-17-20;14.4;85;0;0.6
2022-10-25-17-30;14.1;87;0;0.5
2022-10-25-17-40;13.9;89;0;0.8
2022-10-25-17-50;13.6;90;0;0.8
2022-10-25-18-00;13.7;90;0;0.9
2022-10-25-18-10;13.5;91;0;0.7
2022-10-25-18-20;13.4;91;0;0.7
2022-10-25-18-30;13.1;92;0;0.4
2022-10-25-18-40;12.8;93;0;0.5
2022-10-25-18-50;12.7;93;0;1
2022-10-25-19-00;12.8;94;0;0.8
2022-10-25-19-10;12.5;94;0;0.4
2022-10-25-19-20;12.4;94;0;0.7
2022-10-25-19-30;12.3;95;0;0.8
2022-10-25-19-40;12.2;95;0;1
2022-10-25-19-50;12.1;95;0;1.2
2022-10-25-20-00;12.1;96;0;0.7
2022-10-25-20-10;11.9;96;0;0.6
2022-10-25-20-20;11.8;96;0;0.9
2022-10-25-20-30;11.7;96;0;0.3
2022-10-25-20-40;11.7;96;0;0.7
2022-10-25-20-50;11.7;97;0;0.8
2022-10-25-21-00;11.7;96;0;1
2022-10-25-21-10;11.7;97;0;1
2022-10-25-21-20;11.7;97;0;1.1
2022-10-25-21-30;11.6;97;0;0.7
2022-10-25-21-40;11.6;97;0;1
2022-10-25-21-50;11.6;98;0;1
2022-10-25-22-00;11.6;98;0;1
2022-10-25-22-10;11.5;98;0;0.6
2022-10-25-22-20;11.4;98;0;1.3
2022-10-25-22-30;11.4;99;0;1.3
2022-10-25-22-40;11.3;98;0;1
2022-10-25-22-50;11;98;0;1.2
2022-10-25-23-00;11;99;0;0.8
2022-10-25-23-10;11.1;99;0;0.4
2022-10-25-23-20;11.2;99;0;0.3
2022-10-25-23-30;11.3;98;0;0.3
2022-10-25-23-40;11.4;99;0;0.3
2022-10-25-23-50;11.5;98;0;0.4
2022-10-26-00-00;11.6;99;0;1
2022-10-26-00-10;11.6;99;0;0.8
2022-10-26-00-20;11.6;99;0;1
2022-10-26-00-30;11.6;99;0;0.9
2022-10-26-00-40;11.5;99;0;0.9
2022-10-26-00-50;11.4;99;0;0.5
2022-10-26-01-00;11.4;98;0;0.8
2022-10-26-01-10;11.3;99;0;0.9
2022-10-26-01-20;11.3;99;0;0.8
2022-10-26-01-30;11.3;99;0;0.5
2022-10-26-01-40;11.4;98;0;0.7
2022-10-26-01-50;11.4;99;0;0.6
2022-10-26-02-00;11.4;99;0;1.1
2022-10-26-02-10;11.4;99;0;1.1
2022-10-26-02-20;11.3;98;0;1.2
2022-10-26-02-30;11.1;98;0;1.4
2022-10-26-02-40;11;99;0;1.7
2022-10-26-02-50;11;99;0;1.8
2022-10-26-03-00;10.8;99;0;1.3
2022-10-26-03-10;10.7;99;0;1.6
2022-10-26-03-20;10.7;99;0;1.3
2022-10-26-03-30;10.6;99;0;1.6
2022-10-26-03-40;10.6;99;0;1.3
2022-10-26-03-50;10.6;99;0;1.2
2022-10-26-04-00;10.6;99;0;0.7
2022-10-26-04-10;10.6;99;0;0.9
2022-10-26-04-20;10.6;99;0;0.7
2022-10-26-04-30;10.7;99;0;0.7
2022-10-26-04-40;10.8;99;0;0.8
2022-10-26-04-50;10.7;99;0;1.5
2022-10-26-05-00;10.7;98;0;1.6
2022-10-26-05-10;10.6;99;0;1
2022-10-26-05-20;10.5;99;0;1.3
2022-10-26-05-30;10.4;99;0;1.4
2022-10-26-05-40;10.3;99;0;1.2
2022-10-26-05-50;10.3;99;0;1.3
2022-10-26-06-00;10.3;99;0;1
2022-10-26-06-10;10.3;99;0;0.7
2022-10-26-06-20;10.3;99;0;0.7
2022-10-26-06-30;10.4;98;0;1.2
2022-10-26-06-40;10.4;98;0;1.8
2022-10-26-06-50;10.4;98;0;1.4
2022-10-26-07-00;10.4;98;0;1.1
2022-10-26-07-10;10.5;98;0;0.5
2022-10-26-07-20;10.6;98;0;0.7
2022-10-26-07-30;10.7;98;0;0.6
2022-10-26-07-40;10.8;98;0;0.7
2022-10-26-07-50;10.8;97;0;0.6
2022-10-26-08-00;10.9;97;0;0.7
2022-10-26-08-10;11;97;0;0.7
2022-10-26-08-20;11.1;97;0;1.2
2022-10-26-08-30;11.2;97;0;1.3
2022-10-26-08-40;11.3;97;0;0.9
2022-10-26-08-50;11.3;97;0;1
2022-10-26-09-00;11.4;97;0;0.8
2022-10-26-09-10;11.4;98;0;0.8
2022-10-26-09-20;11.4;98;0;0.9
2022-10-26-09-30;11.4;97;0;1.5
2022-10-26-09-40;11.5;98;0;1.7
2022-10-26-09-50;11.5;98;0;1.1
2022-10-26-10-00;11.5;97;0;1.5
2022-10-26-10-10;11.7;97;0;1.6
2022-10-26-10-20;11.8;97;0;1.2
2022-10-26-10-30;12;96;0;0.6
2022-10-26-10-40;12.1;96;0;0.8
2022-10-26-10-50;12.3;95;0;0.5
2022-10-26-11-00;12.6;94;0;0.7
2022-10-26-11-10;13;93;0;0.4
2022-10-26-11-20;13.2;91;0;0.5
2022-10-26-11-30;13.6;89;0;0.9
2022-10-26-11-40;13.7;89;0;1.2
2022-10-26-11-50;14.3;87;0;0.8
2022-10-26-12-00;15;82;0;1.1
2022-10-26-12-10;15.7;79;0;1.2
2022-10-26-12-20;16.2;77;0;1
2022-10-26-12-30;16.9;74;0;0.7
2022-10-26-12-40;17.4;73;0;0.7
2022-10-26-12-50;18.1;71;0;1
2022-10-26-13-00;18.4;70;0;1
2022-10-26-13-10;18.4;70;0;0.8
2022-10-26-13-20;18.6;69;0;1
2022-10-26-13-30;19;68;0;0.8
2022-10-26-13-40;19.2;67;0;0.9
2022-10-26-13-50;19.4;67;0;1.1
2022-10-26-14-00;19.9;65;0;1.1
2022-10-26-14-10;19.7;66;0;0.9
2022-10-26-14-20;20.1;64;0;0.7
2022-10-26-14-30;20;65;0;1
2022-10-26-14-40;20.1;66;0;1.2
2022-10-26-14-50;20.1;66;0;0.7
2022-10-26-15-00;20.6;65;0;1.3
2022-10-26-15-10;20.1;66;0;1.6
2022-10-26-15-20;19.8;68;0;1.6
2022-10-26-15-30;19.5;69;0;1.1
2022-10-26-15-40;19.3;70;0;1.7
2022-10-26-15-50;19.2;70;0;1.5
2022-10-26-16-00;19;72;0;1.7
2022-10-26-16-10;18.8;73;0;1.2
2022-10-26-16-20;18.7;74;0;1.4
2022-10-26-16-30;18.7;74;0;1
2022-10-26-16-40;18.6;74;0;1
2022-10-26-16-50;18.5;75;0;0.6
2022-10-26-17-00;18.1;77;0;0.6
2022-10-26-17-10;17.6;79;0;0.6
2022-10-26-17-20;17.1;82;0;0.7
2022-10-26-17-30;16.7;84;0;0.9
2022-10-26-17-40;16.5;85;0;0.8
2022-10-26-17-50;16.3;86;0;1.1
2022-10-26-18-00;16.2;87;0;1.1
2022-10-26-18-10;16.1;87;0;0.8
2022-10-26-18-20;15.9;88;0;0.7
2022-10-26-18-30;15.8;89;0;0.7
2022-10-26-18-40;15.7;90;0;0.5
2022-10-26-18-50;15.5;90;0;0.5
2022-10-26-19-00;15.4;91;0;0.9
2022-10-26-19-10;15.3;91;0;0.8
2022-10-26-19-20;15.2;92;0;1.3
2022-10-26-19-30;15.2;92;0;1.4
2022-10-26-19-40;15.2;92;0;1
2022-10-26-19-50;15.1;93;0;0.5
2022-10-26-20-00;15;93;0;0.4
2022-10-26-20-10;14.9;93;0;0.6
2022-10-26-20-20;14.9;94;0;0.7
2022-10-26-20-30;14.7;94;0;1
2022-10-26-20-40;14.5;94;0;0.6
2022-10-26-20-50;14.3;95;0;0.6
2022-10-26-21-00;14.2;95;0;1.1
2022-10-26-21-10;14.2;95;0;1.3
2022-10-26-21-20;14.3;96;0;0.6
2022-10-26-21-30;14.2;96;0;0.4
2022-10-26-21-40;14.2;96;0;0.5
2022-10-26-21-50;14.2;96;0;0.8
2022-10-26-22-00;14.3;96;0;0.9
2022-10-26-22-10;14.1;96;0;1
2022-10-26-22-20;14.1;96;0;0.8
2022-10-26-22-30;14;96;0;0.4
2022-10-26-22-40;13.9;96;0;0.5
2022-10-26-22-50;13.9;96;0;0.3
2022-10-26-23-00;13.9;96;0;0.9
2022-10-26-23-10;13.9;97;0;0.8
2022-10-26-23-20;13.7;96;0;0.4
2022-10-26-23-30;13.6;96;0;0.4
2022-10-26-23-40;13.4;96;0;0.3
2022-10-26-23-50;13.3;96;0;0.3
2022-10-27-00-00;13.2;97;0;0.5
2022-10-27-00-10;13;97;0;1.3
2022-10-27-00-20;12.9;97;0;0.7
2022-10-27-00-30;12.9;96;0;0.8
2022-10-27-00-40;12.9;97;0;0.5
2022-10-27-00-50;12.9;97;0;0.3
2022-10-27-01-00;12.7;98;0;0.5
2022-10-27-01-10;12.6;97;0;0.6
2022-10-27-01-20;12.7;97;0;0.8
2022-10-27-01-30;12.8;98;0;0.7
2022-10-27-01-40;12.9;98;0;0.9
2022-10-27-01-50;12.9;98;0;0.7
2022-10-27-02-00;12.9;99;0;0.7
2022-10-27-02-10;12.7;99;0;0.3
2022-10-27-02-20;12.6;99;0;0.4
2022-10-27-02-30;12.6;99;0;0.6
2022-10-27-02-40;12.7;98;0;0.6
2022-10-27-02-50;12.8;99;0;0.4
2022-10-27-03-00;12.8;99;0;0.3
2022-10-27-03-10;12.9;99;0;0.5
2022-10-27-03-20;12.9;99;0;0.6
2022-10-27-03-30;13;99;0;0.4
2022-10-27-03-40;13;98;0;0.5
2022-10-27-03-50;12.9;99;0;0.6
2022-10-27-04-00;12.9;99;0;0.6
2022-10-27-04-10;12.9;99;0;0.5
2022-10-27-04-20;12.9;99;0;0.6
2022-10-27-04-30;12.9;99;0;0.7
2022-10-27-04-40;12.8;98;0;0.9
2022-10-27-04-50;12.6;99;0;0.9
2022-10-27-05-00;12.5;99;0;1.1
2022-10-27-05-10;12.4;99;0;1
2022-10-27-05-20;12.4;99;0;0.8
2022-10-27-05-30;12.4;99;0;1
2022-10-27-05-40;12.3;99;0;1
2022-10-27-05-50;12.2;99;0;0.8
2022-10-27-06-00;12.2;99;0;0.8
2022-10-27-06-10;12.2;99;0;0.7
2022-10-27-06-20;12.2;99;0;0.9
2022-10-27-06-30;12.2;99;0;1.2
2022-10-27-06-40;12.2;99;0;1.1
2022-10-27-06-50;12.1;99;0;1.2
2022-10-27-07-00;12.1;99;0;1
2022-10-27-07-10;12;99;0;0.7
2022-10-27-07-20;12;99;0;0.6
2022-10-27-07-30;12.1;99;0;0.8
2022-10-27-07-40;12.1;99;0;1.1
2022-10-27-07-50;12.1;99;0;0.9
2022-10-27-08-00;12.2;99;0;0.8
2022-10-27-08-10;12.1;99;0;1
2022-10-27-08-20;12.2;99;0;0.8
2022-10-27-08-30;12.2;99;0;0.8
2022-10-27-08-40;12.3;99;0;0.5
2022-10-27-08-50;12.4;99;0;0.6
2022-10-27-09-00;12.6;99;0;0.4
2022-10-27-09-10;12.5;98;0;0.7
2022-10-27-09-20;12.5;97;0;0.9
2022-10-27-09-30;12.7;98;0;0.7
2022-10-27-09-40;12.9;97;0;0.8
2022-10-27-09-50;13;96;0;1.1
2022-10-27-10-00;13.1;95;0;0.6
2022-10-27-10-10;13.3;94;0;1
2022-10-27-10-20;13.5;93;0;1
2022-10-27-10-30;13.5;92;0;1.1
2022-10-27-10-40;13.8;91;0;1
2022-10-27-10-50;14.4;87;0;0.8
2022-10-27-11-00;14.8;85;0;1
2022-10-27-11-10;15.6;81;0;1
2022-10-27-11-20;15.9;79;0;1.1
2022-10-27-11-30;16.4;77;0;0.6
2022-10-27-11-40;16.4;77;0;1.2
2022-10-27-11-50;17;75;0;0.6
2022-10-27-12-00;17.1;75;0;0.8
2022-10-27-12-10;17.8;72;0;0.6
2022-10-27-12-20;18.1;73;0;0.9
2022-10-27-12-30;18.4;71;0;0.8
2022-10-27-12-40;18.7;70;0;1.1
2022-10-27-12-50;18.7;70;0;1.2
2022-10-27-13-00;18.9;69;0;0.8
2022-10-27-13-10;19.2;68;0;0.8
2022-10-27-13-20;19.6;67;0;1
2022-10-27-13-30;19.7;66;0;0.9
2022-10-27-13-40;20.1;64;0;1
2022-10-27-13-50;20;65;0;1.3
2022-10-27-14-00;20.2;63;0;0.7
2022-10-27-14-10;20.2;63;0;1.3
2022-10-27-14-20;20.3;62;0;1.3
2022-10-27-14-30;20.7;61;0;0.9
2022-10-27-14-40;20.7;63;0;1.3
2022-10-27-14-50;20.7;63;0;1
2022-10-27-15-00;21;62;0;1
2022-10-27-15-10;20.9;62;0;0.9
2022-10-27-15-20;21;62;0;0.8
2022-10-27-15-30;20.8;63;0;0.8
2022-10-27-15-40;20.9;62;0;0.5
2022-10-27-15-50;20.7;63;0;0.5
2022-10-27-16-00;20.3;64;0;0.4
2022-10-27-16-10;20.1;65;0;0.5
2022-10-27-16-20;19.7;68;0;0.3
2022-10-27-16-30;19.2;69;0;0.7
2022-10-27-16-40;18.8;70;0;0.7
2022-10-27-16-50;18.4;72;0;0.4
2022-10-27-17-00;17.9;74;0;0.8
2022-10-27-17-10;17.6;77;0;1
2022-10-27-17-20;17.2;79;0;1.7
2022-10-27-17-30;17.2;81;0;1.7
2022-10-27-17-40;17.2;82;0;1.9
2022-10-27-17-50;17.1;84;0;1.8
2022-10-27-18-00;16.8;85;0;1.6
2022-10-27-18-10;16.4;87;0;1.4
2022-10-27-18-20;15.9;89;0;0.8
2022-10-27-18-30;15.7;90;0;0.8
2022-10-27-18-40;15.5;91;0;0.9
2022-10-27-18-50;15.2;91;0;0.6
2022-10-27-19-00;14.8;92;0;0.5
2022-10-27-19-10;14.6;93;0;0.8
2022-10-27-19-20;14.5;93;0;0.9
2022-10-27-19-30;14.3;93;0;0.8
2022-10-27-19-40;14.1;94;0;0.8
2022-10-27-19-50;13.8;93;0;0.6
2022-10-27-20-00;13.6;94;0;0.4
2022-10-27-20-10;13.5;95;0;0.5
2022-10-27-20-20;13.3;95;0;0.7
2022-10-27-20-30;13.2;96;0;0.3
2022-10-27-20-40;13.1;96;0;0.5
2022-10-27-20-50;13;96;0;1.1
2022-10-27-21-00;12.9;96;0;1
2022-10-27-21-10;12.7;96;0;0.4
2022-10-27-21-20;12.5;96;0;0.4
2022-10-27-21-30;12.5;96;0;0.5
2022-10-27-21-40;12.3;96;0;0.7
2022-10-27-21-50;12.2;96;0;0.6
2022-10-27-22-00;12.2;96;0;0.7
2022-10-27-22-10;12.1;97;0;1
2022-10-27-22-20;12;97;0;1
2022-10-27-22-30;11.8;97;0;0.9
2022-10-27-22-40;11.6;97;0;0.4
2022-10-27-22-50;11.5;97;0;0.4
2022-10-27-23-00;11.3;97;0;0.3
2022-10-27-23-10;11.3;97;0;0.5
2022-10-27-23-20;11.1;97;0;0.4
2022-10-27-23-30;11;97;0;0.3
2022-10-27-23-40;11.1;97;0;0.5
2022-10-27-23-50;10.9;97;0;0.3
2022-10-28-00-00;10.7;97;0;0.2
2022-10-28-00-10;10.6;97;0;0.3
2022-10-28-00-20;10.5;97;0;0.4
2022-10-28-00-30;10.3;98;0;0.3
2022-10-28-00-40;10.4;97;0;0.5
2022-10-28-00-50;10.5;98;0;0.7
2022-10-28-01-00;10.8;98;0;0.5
2022-10-28-01-10;11;98;0;0.6
2022-10-28-01-20;11;99;0;0.7
2022-10-28-01-30;10.9;99;0;0.8
2022-10-28-01-40;10.9;99;0;0.8
2022-10-28-01-50;10.9;99;0;0.8
2022-10-28-02-00;10.9;99;0;0.8
2022-10-28-02-10;10.8;99;0;0.8
2022-10-28-02-20;10.8;99;0;1
2022-10-28-02-30;10.8;99;0;0.8
2022-10-28-02-40;10.9;99;0;0.8
2022-10-28-02-50;11;99;0;1.2
2022-10-28-03-00;11;99;0;0.9
2022-10-28-03-10;11;100;0;0.7
2022-10-28-03-20;11;99;0;0.9
2022-10-28-03-30;11;99;0;1
2022-10-28-03-40;10.8;99;0;1
2022-10-28-03-50;10.8;99;0;0.8
2022-10-28-04-00;10.8;99;0;0.5
2022-10-28-04-10;10.7;99;0;0.8
2022-10-28-04-20;10.5;99;0;1.1
2022-10-28-04-30;10.4;99;0;1.3
2022-10-28-04-40;10.3;99;0;0.7
2022-10-28-04-50;10.3;99;0;0.7
2022-10-28-05-00;10.3;99;0;0.6
2022-10-28-05-10;10.4;99;0;0.8
2022-10-28-05-20;10.4;99;0;1.3
2022-10-28-05-30;10.2;99;0;1.1
2022-10-28-05-40;10.2;99;0;1
2022-10-28-05-50;10.2;99;0;0.9
2022-10-28-06-00;10.2;99;0;0.6
2022-10-28-06-10;10.2;99;0;1
2022-10-28-06-20;10.1;99;0;1.4
2022-10-28-06-30;10.1;99;0;1.3
2022-10-28-06-40;10;99;0;0.9
2022-10-28-06-50;9.9;99;0;0.9
2022-10-28-07-00;10;99;0;1
2022-10-28-07-10;10.1;99;0;1.1
2022-10-28-07-20;10.2;99;0;0.8
2022-10-28-07-30;10.3;99;0;0.9
2022-10-28-07-40;10.3;99;0;1
2022-10-28-07-50;10.3;99;0;0.8
2022-10-28-08-00;10.3;99;0;1.2
2022-10-28-08-10;10.3;99;0;1
2022-10-28-08-20;10.4;99;0;1
2022-10-28-08-30;10.5;99;0;1
2022-10-28-08-40;10.5;99;0;1.2
2022-10-28-08-50;10.6;99;0;0.8
2022-10-28-09-00;10.6;99;0;0.9
2022-10-28-09-10;10.6;99;0;1
2022-10-28-09-20;10.7;99;0;0.8
2022-10-28-09-30;10.8;99;0;0.6
2022-10-28-09-40;10.9;100;0;0.5
2022-10-28-09-50;11;99;0;0.8
2022-10-28-10-00;11.1;99;0;0.7
2022-10-28-10-10;11.2;99;0;0.5
2022-10-28-10-20;11.3;99;0;0.9
2022-10-28-10-30;11.4;99;0;0.9
2022-10-28-10-40;11.5;99;0;1.1
2022-10-28-10-50;11.5;99;0;0.7
2022-10-28-11-00;11.5;99;0;0.8
2022-10-28-11-10;11.7;99;0;0.6
2022-10-28-11-20;11.8;99;0;0.7
2022-10-28-11-30;11.9;98;0;0.6
2022-10-28-11-40;12;98;0;0.8
2022-10-28-11-50;12.3;97;0;0.6
2022-10-28-12-00;12.5;96;0;0.7
2022-10-28-12-10;13;94;0;0.9
2022-10-28-12-20;13.7;92;0;0.7
2022-10-28-12-30;14.3;89;0;1
2022-10-28-12-40;14.8;84;0;1
2022-10-28-12-50;15.5;82;0;0.9
2022-10-28-13-00;15.5;81;0;0.9
2022-10-28-13-10;16.1;79;0;0.6
2022-10-28-13-20;16.8;74;0;0.7
2022-10-28-13-30;17.1;72;0;0.5
2022-10-28-13-40;17.4;70;0;0.6
2022-10-28-13-50;17.7;70;0;0.9
2022-10-28-14-00;17.7;70;0;0.8
2022-10-28-14-10;18.2;68;0;0.7
2022-10-28-14-20;18.4;67;0;0.5
2022-10-28-14-30;18.8;65;0;0.8
2022-10-28-14-40;19.2;64;0;0.8
2022-10-28-14-50;19.5;62;0;0.6
2022-10-28-15-00;20;61;0;0.5
2022-10-28-15-10;20;61;0;0.5
2022-10-28-15-20;20.3;61;0;0.5
2022-10-28-15-30;20.1;60;0;0.5
2022-10-28-15-40;20.4;60;0;0.6
2022-10-28-15-50;19.9;62;0;0.5
2022-10-28-16-00;19.4;64;0;0.6
2022-10-28-16-10;18.7;67;0;0.6
2022-10-28-16-20;18.2;69;0;0.4
2022-10-28-16-30;17.8;71;0;0.2
2022-10-28-16-40;17.3;73;0;0.3
2022-10-28-16-50;16.7;77;0;0.6
2022-10-28-17-00;16.3;78;0;1.1
2022-10-28-17-10;15.8;81;0;1
2022-10-28-17-20;15.4;83;0;1
2022-10-28-17-30;15;85;0;0.9
2022-10-28-17-40;14.6;87;0;1
2022-10-28-17-50;14.4;88;0;1.5
2022-10-28-18-00;14.2;89;0;1.2
2022-10-28-18-10;14;90;0;0.7
2022-10-28-18-20;13.9;91;0;1
2022-10-28-18-30;13.8;91;0;1
2022-10-28-18-40;13.8;92;0;1
2022-10-28-18-50;13.6;92;0;0.3
2022-10-28-19-00;13.3;92;0;0.6
2022-10-28-19-10;13.1;93;0;0.8
2022-10-28-19-20;12.9;94;0;0.3
2022-10-28-19-30;12.8;94;0;0.5
2022-10-28-19-40;12.7;95;0;0.2
2022-10-28-19-50;12.5;95;0;0.4
2022-10-28-20-00;12.3;95;0;0.5
2022-10-28-20-10;12.2;95;0;0.6
2022-10-28-20-20;12;96;0;0.6
2022-10-28-20-30;11.9;96;0;0.9
2022-10-28-20-40;11.9;96;0;0.5
2022-10-28-20-50;11.9;96;0;0.7
2022-10-28-21-00;11.8;97;0;0.7
2022-10-28-21-10;11.9;97;0;0.6
2022-10-28-21-20;11.7;97;0;0.4
2022-10-28-21-30;11.6;97;0;0.4
2022-10-28-21-40;11.5;97;0;0.4
2022-10-28-21-50;11.3;97;0;0.4
2022-10-28-22-00;11.3;97;0;0.3
2022-10-28-22-10;11.1;97;0;0.3
2022-10-28-22-20;11;97;0;0.2
2022-10-28-22-30;11;97;0;0.4
2022-10-28-22-40;10.8;97;0;0.3
2022-10-28-22-50;10.7;97;0;0.3
2022-10-28-23-00;10.7;97;0;0.6
2022-10-28-23-10;10.7;97;0;0.7
2022-10-28-23-20;10.6;97;0;0.9
2022-10-28-23-30;10.5;97;0;0.5
2022-10-28-23-40;10.3;97;0;0.3
2022-10-28-23-50;10.4;97;0;0.5
2022-10-29-00-00;10.3;97;0;0.6
2022-10-29-00-10;10.3;97;0;0.4
2022-10-29-00-20;10.2;98;0;0.8
2022-10-29-00-30;10.3;98;0;0.9
2022-10-29-00-40;10.4;98;0;0.8
2022-10-29-00-50;10.5;99;0;0.4
2022-10-29-01-00;10.6;98;0;0.5
2022-10-29-01-10;10.7;99;0;0.7
2022-10-29-01-20;10.7;99;0;0.5
2022-10-29-01-30;10.7;99;0;0.4
2022-10-29-01-40;10.7;99;0;0.3
2022-10-29-01-50;10.7;99;0;0.4
